hit_id,videoLeft,videoRight,friendly,authentic,organized,comfortable,imaginative,interview
3SZYX62S5H0RXWMNRAKFDONKFM257R,-6otZ7M-Mro.004.mp4,u50B6bIkN9g.001.mp4,LEFT,LEFT,RIGHT,LEFT,RIGHT,LEFT
3L4YG5VW9OS2II2QXT5KBSL8EE3DD0,AvuWv3LLmrA.000.mp4,PpJ4S8ZM8mQ.001.mp4,RIGHT,DON'T KNOW,RIGHT,RIGHT,RIGHT,RIGHT
3538U0YQ1GU1YAEPVAUYMJ2HZETF3E,CRLsCyMfskE.004.mp4,_zI6qgTJOSA.003.mp4,LEFT,LEFT,DON'T KNOW,LEFT,RIGHT,LEFT
3HXK2V1N4LFIRSE12UMBLUX1UFU2GQ,9XqeGs2MMic.001.mp4,XuXhY_SCkNI.005.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3C8QQOM6JQ12O5642O4JL29QFSDILN,VAZLQqJa9rQ.002.mp4,xqGyF2T3pso.001.mp4,RIGHT,LEFT,RIGHT,RIGHT,RIGHT,RIGHT
3G5RUKN2ED3Z14GMA7ELL1EC1XPN9A,2T3oK1Gse2g.004.mp4,nLB29nx1Jp4.002.mp4,DON'T KNOW,LEFT,DON'T KNOW,LEFT,DON'T KNOW,DON'T KNOW
3P4ZBJFX2W3YP8GD5U50RGDEX7PFWM,VA5XjOaBH0Y.000.mp4,fBMKlYUjA9E.000.mp4,RIGHT,RIGHT,LEFT,RIGHT,RIGHT,RIGHT
3BPP3MA3TDKQ804I65ES0NBYNZ6LEH,OD3cfWeJaOY.005.mp4,ng42eoHytOA.001.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3VIVIU06FLCMUNOP205YLFOFFX3IMP,F0_EI_X5JVk.002.mp4,qr1C43Ylavg.001.mp4,RIGHT,RIGHT,RIGHT,LEFT,LEFT,DON'T KNOW
3E22YV8GG26KTRWTRWAI7RER617PN7,176vWywoq9E.003.mp4,heE4ZZXwehI.000.mp4,LEFT,DON'T KNOW,LEFT,LEFT,LEFT,LEFT
3VMHWJRYHWGDE8L3FZ1MTZRL69VFXF,m7zdWVDT-34.004.mp4,yozI_jvMrTw.005.mp4,LEFT,LEFT,LEFT,LEFT,RIGHT,LEFT
3UV0D2KX1NJMG6XTVOZHWOUNDEPF4Z,Wx_oe0SxD9w.005.mp4,V8w2Lo5wxl8.004.mp4,LEFT,LEFT,LEFT,LEFT,RIGHT,LEFT
3MNJFORX8C44CP1T9TIR1G01DAKF54,nZz1hK90gwA.002.mp4,qtB-CogljAo.004.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3VO4XFFP16MGQI5LB28IBZIBBIP7Q6,eAkWSjU-JyY.003.mp4,5Mc-mjLvvGU.003.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3LAZVA75NJR6J5VZQDZJQ363L1LO2Z,JzS1ZJGBd5A.000.mp4,WYXRdYT4F0Q.001.mp4,RIGHT,LEFT,RIGHT,LEFT,LEFT,LEFT
3UL5XDRDNDJVXAR61FCLROJFQ6858E,VRjJxTqOJyo.002.mp4,JoQRNgGQCgY.001.mp4,LEFT,DON'T KNOW,RIGHT,LEFT,LEFT,LEFT
39KMGHJ4R0AEKE0295TUHEH6Q0L001,V8w2Lo5wxl8.003.mp4,e07IozLUeKc.004.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3D42WVSDH9V2EDBDKVNOCDYU8FPFYL,geXpIfaFzF4.002.mp4,uATtAHyVSMM.005.mp4,LEFT,RIGHT,RIGHT,RIGHT,RIGHT,LEFT
3JU8CV4BRMC2BCW5SBAVMGEWWBCPOM,X5aKCrWf6a4.004.mp4,oC-qxnrmJws.004.mp4,RIGHT,LEFT,LEFT,RIGHT,RIGHT,RIGHT
35ZRNT9RUJYV4NRIUDDO9DBVRFLO3A,WATt9OOVZh8.002.mp4,ai-RZb0ZpKI.003.mp4,DON'T KNOW,LEFT,RIGHT,RIGHT,RIGHT,RIGHT
3E6L1VR4XXM0VT17ECSWTME195VF6K,CuGuiOZ48Ig.004.mp4,sx57p5HyekI.001.mp4,RIGHT,LEFT,RIGHT,RIGHT,RIGHT,RIGHT
3B286OTISFHHNXZ6NF0TOP8FYV3AJ9,fczufbliJfQ.000.mp4,h_kjgcJ_bqU.004.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3QD8LUVX4YYLCBSE9NOD7N08HFGX5D,y3_71Wpt9eA.003.mp4,alucqviYJFE.002.mp4,RIGHT,RIGHT,DON'T KNOW,RIGHT,DON'T KNOW,DON'T KNOW
3P7RGTLO6FDCYH5O5005P48SDK3AK8,ZqbJIM7rmO8.004.mp4,gj3-xvhPeWg.005.mp4,RIGHT,LEFT,DON'T KNOW,RIGHT,RIGHT,RIGHT
3N5YJ55YXH3D6NQR2DSLHWPW7F7NAP,nLB29nx1Jp4.001.mp4,xyOq5SL0Evc.004.mp4,LEFT,LEFT,RIGHT,LEFT,RIGHT,LEFT
36MUZ9VAE727AOGQTOG4HA3TEQ4DET,3S8QUGYVf_w.003.mp4,P0a209IS614.000.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
386659BNTMHER3LK5OXUVJ0GVSR014,U2lT_RogJMM.001.mp4,OtGJDbI9qkM.000.mp4,RIGHT,RIGHT,RIGHT,RIGHT,LEFT,RIGHT
39O0SQZVJO7G2JKLOHXIGPSG74R7R7,T1tJTwlGqOM.003.mp4,xqGyF2T3pso.002.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,LEFT
3TL87MO8CNPIEE4E1GYYI5WYZ0LLFZ,JN_LH6fs868.005.mp4,P0a209IS614.000.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3OID399FXH7ZG2GMOZ0AZSOTQRJDFB,9KAqOrdiZ4I.003.mp4,Kv0kZgqZEM0.002.mp4,RIGHT,RIGHT,DON'T KNOW,RIGHT,DON'T KNOW,RIGHT
3X878VYTIFIJZTFCXMXOZ0EX4GFF7J,ZNJFmNiWC4I.000.mp4,XDwSKV_-Rhc.000.mp4,LEFT,LEFT,RIGHT,LEFT,DON'T KNOW,LEFT
3UQ1LLR26B8NINN6Q0C644L72K8ALB,j5fXaXrNPoA.004.mp4,59Smv7wl--w.002.mp4,LEFT,LEFT,RIGHT,RIGHT,LEFT,DON'T KNOW
3IWA71V4TJGHVFSSE6YIZTE8DARX6T,cY3nHc5fDYE.004.mp4,taSAaWKcmTw.002.mp4,RIGHT,DON'T KNOW,DON'T KNOW,RIGHT,RIGHT,RIGHT
3GS542CVJWNVBFAG67IZRKEQACQ593,-utrsarZeIY.001.mp4,r2HcJYjGK5s.004.mp4,LEFT,LEFT,DON'T KNOW,LEFT,LEFT,LEFT
3P4C70TRMSHOSE09C04G0QWA0FLLGY,AR3UwbmgKuQ.001.mp4,KIhpjwf5uAA.002.mp4,LEFT,DON'T KNOW,RIGHT,RIGHT,RIGHT,RIGHT
31YWE12TE1C0ZF6XXG3A57E48LBX7S,HoJXPFp9hYo.001.mp4,QNVsr2mGwGs.005.mp4,DON'T KNOW,LEFT,LEFT,DON'T KNOW,RIGHT,DON'T KNOW
3Y7LTZE0YUMR2LI8B6K6CK8ZOW7UZP,HPEemWelY1E.004.mp4,s6N1pv5lzrU.002.mp4,LEFT,LEFT,LEFT,LEFT,RIGHT,LEFT
3ZUE82NE0B1NZ7KV7RPUD0ASF0LF86,ev42vngXERU.000.mp4,2fzLibPAtvI.005.mp4,RIGHT,DON'T KNOW,DON'T KNOW,DON'T KNOW,LEFT,DON'T KNOW
3URJ6VVYUQNGMJAMURI7JI315FHO4V,Zvdh8ym1Yrg.005.mp4,hnWMsZEQWt4.003.mp4,RIGHT,LEFT,RIGHT,RIGHT,RIGHT,RIGHT
3EAWOID6MUXUDF1IC2HJ277WKWXV0N,2GHz8LYflE0.003.mp4,nI6qUE8N8hk.000.mp4,RIGHT,RIGHT,LEFT,RIGHT,DON'T KNOW,RIGHT
3MJ28H2Y1F8YI2EM8W1HOA9F5BCO50,9n8dNi-ERQ0.002.mp4,II2KVV-uLNI.005.mp4,LEFT,RIGHT,LEFT,LEFT,LEFT,LEFT
3LCXHSGDLU6DCDZ8QEBTC9PTFTDSE1,6nbxAP_ZKQQ.005.mp4,9-lptN92A68.003.mp4,RIGHT,RIGHT,RIGHT,LEFT,RIGHT,RIGHT
35NNO802AWWSC59PE1KYYUDFKNDINP,Y1LrgyCJtpU.001.mp4,y4Ej1YSEQf0.000.mp4,RIGHT,RIGHT,DON'T KNOW,RIGHT,RIGHT,RIGHT
3B0MCRZMBSUKWC867BNABGJM6G8PP3,JKDEEwxZwrw.001.mp4,HegkSmkiBos.005.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3UQVX1UPFTHLGO3GOSX802ALNY502L,Sdqg-jn_tBk.000.mp4,uCJNAX_b9mc.002.mp4,RIGHT,RIGHT,LEFT,LEFT,LEFT,LEFT
301KG0KX9DLWRO9CM04T6U929F72HP,LfvTKoMYLEE.001.mp4,d_POf1pikX0.000.mp4,LEFT,RIGHT,LEFT,LEFT,LEFT,LEFT
3AFT28WXLG2AUQ91FGKBDJDKAXIIO4,odRqijkG28U.004.mp4,x57nEfACdXA.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
38Z7YZ2SB42DF2MHUTCF2O8KPY0QIK,-Gl98Jn45Fs.001.mp4,F0VbEO_0Ybc.004.mp4,LEFT,RIGHT,LEFT,RIGHT,LEFT,LEFT
34ZTTGSNJYODJ7BXOBUU2C75PLLQHR,Dhbva5oGE7g.000.mp4,PVm7Om88BSw.002.mp4,RIGHT,RIGHT,RIGHT,LEFT,LEFT,RIGHT
32L724R85MKSFQL2UGXQ2JIAK2EIPL,VTv4BAYgJpk.002.mp4,sDWJMBZ1mVA.001.mp4,LEFT,LEFT,LEFT,RIGHT,LEFT,LEFT
38Z7YZ2SB42DF2MHUTCF2O8KPY0IQC,fmue_KpW9Ro.003.mp4,2SzC9dm4Yy4.004.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3SR6AEG6W6TMS92JFLBOFYA7OU1HYK,tt-EaApaHx4.003.mp4,gFEntQ_UKvk.004.mp4,LEFT,LEFT,RIGHT,RIGHT,LEFT,DON'T KNOW
341YLJU21JZWNJKWSIME66AH9SM2II,2AV8m02PjdU.004.mp4,j7VLzb0qw8Q.004.mp4,RIGHT,RIGHT,RIGHT,RIGHT,LEFT,RIGHT
3NCN4N1H1HHIPXVJ8RSHC792PXSNBK,TIRrlL71dEQ.001.mp4,sSYCMN-WHmI.000.mp4,RIGHT,RIGHT,RIGHT,DON'T KNOW,RIGHT,RIGHT
3E24UO25Q0QU16E0DFBMGGNF16NO6G,ZO5JoyVTat8.001.mp4,UOvgGSx9k_k.001.mp4,RIGHT,DON'T KNOW,RIGHT,DON'T KNOW,RIGHT,RIGHT
39KV3A5D197S3YKY36XN6ZXCT6A7SV,OACoHiwOdXQ.005.mp4,fipvPdFbKN4.000.mp4,LEFT,LEFT,RIGHT,RIGHT,LEFT,DON'T KNOW
3MZ3TAMYTMNDR31H781F7EIPLK2IRD,fiVORaERbP0.005.mp4,DhqfB9chceo.003.mp4,RIGHT,LEFT,LEFT,LEFT,RIGHT,LEFT
3K1H3NEY7MZ5U2CHZJ6SHDO5R6JDGA,9o10YrQykMk.005.mp4,3gmc2kLV4Bo.003.mp4,LEFT,RIGHT,LEFT,LEFT,RIGHT,RIGHT
3VP28W7DUOK2J3LIGHP7QK7WE9TFZC,fSkQXqXR7D0.001.mp4,m2uxFfpb5xU.005.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,LEFT
3EFNPKWBMTOA16ZZSSBDJCFDTC503W,-Osv5l1vrNU.001.mp4,aenedH_X3Us.000.mp4,RIGHT,LEFT,LEFT,RIGHT,RIGHT,DON'T KNOW
38DCH97KHI29AD6NCBXFEPNK2DPQJW,DbNFwVi_61Q.000.mp4,muLgzV1gGao.003.mp4,DON'T KNOW,DON'T KNOW,RIGHT,RIGHT,RIGHT,RIGHT
3NSCTNUR20N9GYKLYDWZNFPAGU85AI,ZGox7tevC6A.001.mp4,R0RURVpmU9M.004.mp4,RIGHT,RIGHT,LEFT,LEFT,RIGHT,RIGHT
3U18MJKL1VM1Z2NPMROCNRFK7ISNCR,-6otZ7M-Mro.005.mp4,6NjuNY4LfQc.004.mp4,RIGHT,LEFT,LEFT,LEFT,RIGHT,LEFT
3HEM8MA6HAC5WO9L7O2ZBL9WBCUPQU,DvWzedL3QCk.003.mp4,p9tAC-RqZPI.002.mp4,LEFT,LEFT,LEFT,RIGHT,LEFT,LEFT
3D06DR5226J7O55RQCDL4H0W2PYAMD,wUkdpuWq_Q0.004.mp4,sqnW6xXYTKg.000.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3DWGDA5POG4UK4M08LLJGCQ6PO3V1Q,f1xAVtagIks.003.mp4,kPJzHs5jclg.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
335HHSX8CE5JUY7SJPOA2D0666WDH9,jwbHWwySJW8.005.mp4,8OGiv7FetSQ.000.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3MIVREZQVIY4LXC5UWXRF4NXH2PQKV,12lqQE6oPNE.003.mp4,_01AyUz9J9I.005.mp4,LEFT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3R15W654VETF53UNFW9SU40C62UQLY,T1tJTwlGqOM.004.mp4,vCY4uvfrWXA.000.mp4,LEFT,RIGHT,RIGHT,RIGHT,LEFT,RIGHT
388CL5C1RKN2SAVKW6MYLQ8BFFYLHX,mwjoabuP-GM.002.mp4,f39E4ct09Cc.000.mp4,LEFT,LEFT,LEFT,DON'T KNOW,RIGHT,LEFT
3AC6MFV69LIMXZCOB7D7T5J9UO5HZB,cOossY5pTrU.001.mp4,mKWscEow1U8.000.mp4,RIGHT,LEFT,RIGHT,RIGHT,RIGHT,RIGHT
3VEI3XUCZSX58POLK3RZGBJ17YWPRV,ZNymNgd5EuQ.005.mp4,XvV4YdhpC2w.002.mp4,RIGHT,DON'T KNOW,LEFT,LEFT,RIGHT,RIGHT
3WRBLBQ2GS8BVIBNN7IX264MXHAG0K,LRU4jLhKaak.004.mp4,fsCK8Xuzl1Y.003.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3X4Q1O9UBIMD56S5WPGEMUNBWH7O7F,W2AB3UUyvwI.002.mp4,6-_1-vBNl_0.002.mp4,LEFT,LEFT,RIGHT,RIGHT,LEFT,LEFT
3JMQI2OLF05B4UT3MNJN7XX2SI4NDR,xrxAyO8pKUo.003.mp4,xeE08Vn-HXI.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3N5YJ55YXH3D6NQR2DSLHWPW7F8AND,e2pnS_nT9rA.002.mp4,YryBLVZgJj0.002.mp4,RIGHT,LEFT,RIGHT,RIGHT,LEFT,RIGHT
33K3E8REWXV4ZTBG7LVGJ7AZJ5HX8F,f9GeYKAXgAQ.003.mp4,G7hYffrZ1Hc.003.mp4,RIGHT,RIGHT,LEFT,RIGHT,RIGHT,RIGHT
338GLSUI44B5IRZ4LPVZURATRUSSFJ,13KtmgntgQw.004.mp4,o_kTWEEjtyw.002.mp4,LEFT,LEFT,RIGHT,RIGHT,LEFT,DON'T KNOW
3SX4X51T819VO8Q33SSYWLP1XPDAOS,1pMNczHCXPc.000.mp4,gq0yaEv6gSE.002.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3VDVA3ILIEFB27W5JQMXGBNW29GG1N,CFK8ib0aWe8.005.mp4,c672aEuUa-g.002.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
35F6NGNVM9JTIYXDS62DG4TYVPO7TK,l8weBJSCHbA.000.mp4,0gv5Z0qt2jc.005.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3NZ1E5QA601EZ8PD4RWVIQ9GYCT5BD,Ie2y_yOeKpo.005.mp4,qPzzmcuf-VI.004.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,LEFT
3K3IX1W4S7RD9824IS5DLLUR7U9AP9,NFAlff6GUpA.002.mp4,Jog1-pYOSD0.001.mp4,LEFT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
30QQTY5GMLK8IBC2SBSNL0F0E3V7UB,hM96SfN5_F4.004.mp4,NDBCrVvp0Vg.003.mp4,RIGHT,LEFT,LEFT,RIGHT,DON'T KNOW,LEFT
3ZG552ORAN419P4WRPLXLV0BHUHV27,_kK9tGN883Y.002.mp4,hPguTv1Zvg8.000.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3ZQX1VYFTE5H5KXO6U8K0UJ671DO82,f9GeYKAXgAQ.004.mp4,lLObIVKYDUI.002.mp4,RIGHT,RIGHT,LEFT,RIGHT,RIGHT,RIGHT
3ZRKL6Z1E93BWRVZW91HCCA5S9SSGI,3Vr5-zedeWk.005.mp4,XQZ5M9oLkXw.000.mp4,RIGHT,LEFT,RIGHT,LEFT,LEFT,LEFT
3ABAOCJ4R94ZBLC8F8A7UHF167KQM0,KHQJhOzdrYo.001.mp4,s1DOqsQoN5s.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
375VMB7D4KJJQTICP76V2P1L6JBDI2,F0VbEO_0Ybc.002.mp4,hIFNZ_ycngg.002.mp4,RIGHT,RIGHT,RIGHT,RIGHT,LEFT,RIGHT
3QHITW7OYP9Y9K3JI5K2LQK1CQVAQ0,jrhvXPaXo-0.005.mp4,jdli4DDP7XM.005.mp4,RIGHT,LEFT,RIGHT,RIGHT,RIGHT,RIGHT
3VADEH0UHDXH94OYZSR46LOXT0FPSJ,-DOqN0d8KHw.001.mp4,Kmrd1MsZKmQ.002.mp4,LEFT,LEFT,RIGHT,LEFT,RIGHT,RIGHT
3LXX8KJXPX9HJPGYBMEY0QEHR7VO9R,38fE5B4ghw0.003.mp4,RYG6XhdmPY0.002.mp4,LEFT,RIGHT,LEFT,LEFT,LEFT,LEFT
3IVKZBIBJ19PWNQAGFJZXCM6795SHH,IveGfOJ86wY.002.mp4,ySEeioc339E.000.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,RIGHT
337F8MIIM0DVJ2I3S6GWTH7J7C104H,cOirMOCpdo8.000.mp4,fG-hvGTHoec.000.mp4,RIGHT,LEFT,RIGHT,RIGHT,RIGHT,RIGHT
3UOMW19E6E6X9DHJIRSQTAFYGXT5CK,LCafv-LfC3Y.002.mp4,R-vly7LKotQ.002.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,LEFT
3JVP4ZJHDQSPR9HIDVI0NIH2CU1I0D,_RAGzfJnpUE.001.mp4,outvbZgNX58.002.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,LEFT
3MVY4USGB7NPSI1UMX1KXONL7MLIS1,EAMHqNxa9yY.003.mp4,tCnfvBwWVKw.001.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3J94SKDEKJP7E5NXINN1DGXG1X55DK,z0v9LukQRHU.000.mp4,ADBzMIo1jd8.000.mp4,RIGHT,RIGHT,DON'T KNOW,RIGHT,RIGHT,RIGHT
3VZYA8PITPYDFLM36BZ6Y9DX78W05M,dmycfNpiWCE.001.mp4,kUpkeJDcxaE.005.mp4,RIGHT,LEFT,LEFT,LEFT,LEFT,LEFT
3BAWBGQGYMZ8VQ12X12SHMHJSA47V0,8ZHpqRJ39HA.005.mp4,0gv5Z0qt2jc.003.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3T8DUCXY0O6XWHL6730XU0K4QFCT9I,Gg4OMtVe7lk.001.mp4,mZzWhUI0CP0.005.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3J5XXLQDHNBQU70FVPZ24553N8HV3I,c7tczvW3_dQ.003.mp4,4VwcU0ROy5k.004.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
34HEO7RUG7UYLLIJVK92QGU68CXAR1,P6g1mZ3f76U.005.mp4,YZp79VcnY0w.004.mp4,LEFT,DON'T KNOW,RIGHT,LEFT,DON'T KNOW,LEFT
3C8QQOM6JQ12O5642O4JL29QFSDLIQ,WMp0lsXbOqM.002.mp4,0gv5Z0qt2jc.002.mp4,LEFT,RIGHT,RIGHT,LEFT,RIGHT,DON'T KNOW
