hit_id,videoLeft,videoRight,friendly,authentic,organized,comfortable,imaginative,interview
38RHULDV9ZFIZZI362BLUDQ6D99WI6,RWfY3Xk0XPQ.004.mp4,mKWscEow1U8.001.mp4,LEFT,DON'T KNOW,LEFT,LEFT,LEFT,LEFT
3R6RZGK0XGCRAAX3KASSUZ1GWJ4YV3,dOFnHXRLEdM.004.mp4,zMXfMcqpPwQ.005.mp4,LEFT,RIGHT,RIGHT,LEFT,DON'T KNOW,DON'T KNOW
3FULMHZ7OVXSMGPAHB3UREEWAPUM4Q,nOFHZ_s7Et4.001.mp4,v5hZeuRW6m0.003.mp4,LEFT,LEFT,LEFT,LEFT,DON'T KNOW,LEFT
3FVBZG9CLKEPVE6Y7D0FN6GNCRFH0W,Ui1ajQU5Ib8.004.mp4,K9h_wA30XgM.003.mp4,LEFT,RIGHT,LEFT,LEFT,LEFT,LEFT
3EHVO81VN6LP23RG3W4F1BZXHJLH1Z,Lq4uvcHNiy8.005.mp4,M5_x5J-H2I0.002.mp4,LEFT,LEFT,LEFT,LEFT,RIGHT,LEFT
3X55NP42EPGDPN3J9DQ3YDGL1U93PI,HNKnvSmTkC4.005.mp4,yOzHZOg95Ug.005.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
385MDVINFDFEUA29OKWL6E56QOYWJI,I01_ubtktEQ.004.mp4,0LqfKzp11kg.000.mp4,LEFT,LEFT,LEFT,RIGHT,RIGHT,LEFT
3FULMHZ7OVXSMGPAHB3UREEWAPV4M9,0LqfKzp11kg.000.mp4,wTo1uZns2X8.000.mp4,RIGHT,RIGHT,RIGHT,RIGHT,LEFT,RIGHT
324N5FAHSYBWQ58MGVR1LRM5Y4VVK5,aIh8DTa3RVg.005.mp4,hIFNZ_ycngg.000.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3PEG1BH7AFRHHRAGBE01KFSYVCGBKG,nZC82V87Pm0.001.mp4,PHUlL5ZzX5U.004.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3UXQ63NLABMS1XSYWEC2ZF5DKCLBLJ,CpmR-91GxmY.003.mp4,2UxhlaDEPmI.000.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3OWZNK3RYMP1WAFWMZBSP9YS3X1U2U,WfjLOieAwGY.002.mp4,wr4dP9MuHME.005.mp4,RIGHT,LEFT,LEFT,LEFT,LEFT,LEFT
3TKXBROM5UAWTFI4Z3S65NWYBD0JIY,8voP9HTSffg.000.mp4,8Z6PrQdqffA.003.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
37SQU136V8OEYS62171U9OJQ0UP11K,VjYqagJ4xt8.004.mp4,VPFrKx72gvo.000.mp4,LEFT,RIGHT,LEFT,LEFT,LEFT,LEFT
33J5JKFMK7YYPZ4Y9Q5SYI6V6QV3Q9,g1TMjzZH8bw.002.mp4,uYvDMWWq2Jw.003.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3R868ACW4TC8X3HDR1VP8578FYLZG7,Jv2lyDcOmEM.003.mp4,n2BuwHbdilY.000.mp4,LEFT,LEFT,DON'T KNOW,LEFT,LEFT,LEFT
3TY2U1TEB8ASOQ2AHLD6HOBYOSPJJA,CJjNcuBLjMM.001.mp4,IQNNEfYYYiw.003.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3HJ1EVZS2PJY10JYM5US38G02CX3RA,YocrYFLm4CM.004.mp4,zJEnT19uoPY.003.mp4,LEFT,RIGHT,LEFT,LEFT,LEFT,LEFT
37M4O367VKIAIZTAVGM4W6KAALPM5V,T_X16g5ExgE.003.mp4,Z_STuUHKQTg.002.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
33K3E8REWXV4ZTBG7LVGJ7AZJFA8X3,7s3itKIXww0.002.mp4,TmpP2fXeVtk.001.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3BC9H1KCYVC4PZX8AKXOG1KU3S6YWD,Rops7WYMCCY.004.mp4,HH03EXo0TB0.004.mp4,LEFT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3L2OEKSTWAATZY1QCHHI2LH8LL48Y9,bnM9Ow52x3o.003.mp4,DcVwxxbKGF4.004.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
373L46LKP86NZA8SZ6DII3BB3HPJK9,DiaibIBisuM.004.mp4,cpzY1b6wJqs.002.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3TCFMTM8HFOLNDOYKB18E7TVS03121,LBKbubsgpE8.002.mp4,13XlKeC_p3U.001.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3MA5N0ATTDB95U8R65WX7T5J5DYWKH,DvmzcQI5cnM.005.mp4,-8asrRvfJWA.002.mp4,RIGHT,LEFT,RIGHT,RIGHT,RIGHT,RIGHT
39O0SQZVJO7G2JKLOHXIGPSG7EJR73,datcFOBWYxc.000.mp4,rTG9gtci67c.000.mp4,DON'T KNOW,LEFT,DON'T KNOW,LEFT,LEFT,LEFT
3HFWPF5AKAJA2FJB1UUXTILWOEG3SY,kDJigDGDJTo.001.mp4,kX-o1qmgWvc.003.mp4,LEFT,RIGHT,RIGHT,LEFT,RIGHT,RIGHT
37NXA7GVSU67ABQ41V320RZKN40VL8,Y6iogSmj6FQ.000.mp4,tGHOYmQHZUc.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
38LRF35D5MWQHSBFQZPX8J3K9B1U35,Jy716zClCKs.004.mp4,7qGYGbIg45c.003.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3P888QFVX4UNBOXKSOPKML461HROQP,xHb5_bc1JOA.001.mp4,QTtTAFqT-no.001.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
33N1S8XHHNLBTORA9IAM1I32D931ZA,B2riMsP8LD8.000.mp4,rD6NViDdyOU.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3UUSLRKAUM3M191G6G2YB0BCSDT7DE,VA5XjOaBH0Y.000.mp4,P9WDAY-MFzk.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
301KG0KX9DLWRO9CM04T6U929PZH2G,8w_oPolxRWQ.000.mp4,bSeTNdOtK7I.002.mp4,LEFT,RIGHT,LEFT,LEFT,LEFT,LEFT
35JDMRECC59AM8QHVEHCNV6QRSCEGG,nBjBfN9SbpM.000.mp4,nKLhatlbqEw.005.mp4,RIGHT,RIGHT,RIGHT,DON'T KNOW,LEFT,RIGHT
338431Z1FMFNNPCK53EKRBEBX3TORQ,A4zSLp-1gps.002.mp4,vYVqhg_VGP8.000.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
334ZEL5JX7FZO4CXKSEPHLJ7J5COSE,YyHOKFYDZ5Y.005.mp4,vAEqpUwBMJQ.002.mp4,RIGHT,LEFT,RIGHT,RIGHT,RIGHT,RIGHT
3QX22DUVOPHRGT8P174H04E9N9QVMA,KIhpjwf5uAA.003.mp4,AWe6ZZUmlZw.000.mp4,RIGHT,RIGHT,LEFT,LEFT,LEFT,LEFT
3D7VY91L66XC7FAJWQDHZSK2KHBBML,BpcQ9THDtp4.000.mp4,hquzfo9MVDo.000.mp4,LEFT,DON'T KNOW,RIGHT,DON'T KNOW,LEFT,LEFT
3PZDSVZ3J6HY4YAATCIU4T3WFF54N9,ipP--IqIuWU.000.mp4,85isLsZHZpo.005.mp4,RIGHT,RIGHT,LEFT,RIGHT,RIGHT,RIGHT
3FCO4VKOZ5DRTFFG2BDIHITXSPU7E7,9DF_-PXbpkg.000.mp4,6WSr4IW6cNI.004.mp4,LEFT,LEFT,LEFT,DON'T KNOW,LEFT,LEFT
3XDJY5RK5TLBZOUJQDUGIOVQNBXU4Q,FxVUG2R1y0Q.004.mp4,jPpZkVzQywk.000.mp4,LEFT,LEFT,DON'T KNOW,LEFT,RIGHT,LEFT
3AC6MFV69LIMXZCOB7D7T5J9UYYZH6,-m5QCnnp-vI.000.mp4,bEXDNfLBy1I.003.mp4,LEFT,LEFT,LEFT,RIGHT,LEFT,LEFT
33NOQL7T9PZT4OBV83J1GSQARF88Z0,YdxS3f4HXaA.002.mp4,0mym1CooiTE.000.mp4,LEFT,RIGHT,RIGHT,LEFT,LEFT,RIGHT
3NCN4N1H1HHIPXVJ8RSHC792P7LBNL,d_POf1pikX0.004.mp4,SRjhmQTPOmA.002.mp4,LEFT,RIGHT,RIGHT,LEFT,RIGHT,LEFT
3Z56AA6EK50613TO0ZW9OCYA6G0M6B,7ZnijRlK5-E.000.mp4,YGrCXe2-fVk.005.mp4,DON'T KNOW,LEFT,RIGHT,LEFT,RIGHT,DON'T KNOW
3UQVX1UPFTHLGO3GOSX802ALN8Y200,_0bg1TLPP-I.003.mp4,p_kPnCD7WzU.004.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3RTFSSG7T96KP0Q9R58YMTIYUD3WLK,_tq-VgoXGMo.004.mp4,1tPH6PNeOSk.000.mp4,LEFT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3ECKRY5B1RWMTUN8HPVSTHKOUBDZIZ,elSd0IyX6ys.002.mp4,iFSF6v3xw_k.005.mp4,LEFT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3TCFMTM8HFOLNDOYKB18E7TVS04213,kL-CeaXG9jM.000.mp4,78zauTEQ-k8.000.mp4,LEFT,LEFT,LEFT,RIGHT,RIGHT,LEFT
3ZZAYRN1I7R034PC9SJFRQFTLOQOT3,qP1UtCbMaW4.002.mp4,NYlFsljF0VM.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3XT3KXP240YK5K3XFKYHWJRTP7G6IF,rGNeR3p1jKU.004.mp4,r_cVo5qZ9n0.000.mp4,RIGHT,DON'T KNOW,DON'T KNOW,RIGHT,DON'T KNOW,RIGHT
3X7837UUAEYG0VN3X2JH8K6T2M56JR,cFGjJg-2zOk.005.mp4,J9MfhPoJOaw.000.mp4,DON'T KNOW,LEFT,RIGHT,RIGHT,RIGHT,RIGHT
3UAU495MIJSF3H419X9PWM1V42XOUU,zT_s9X21gAE.003.mp4,UANQntvIqVk.005.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3KQC8JMJGDSLC65VQ0IYP4EUF3ZH3R,13KtmgntgQw.004.mp4,v1ScttBOQc8.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3UDTAB6HH7ZWG8OF91CNAPIZTE790Y,6TkMavTyimI.002.mp4,r1v6EmZv7-o.005.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3X878VYTIFIJZTFCXMXOZ0EX4Q97FP,MkVsl0hdphE.005.mp4,TNtcyfM9jak.000.mp4,DON'T KNOW,DON'T KNOW,DON'T KNOW,LEFT,LEFT,LEFT
38LRF35D5MWQHSBFQZPX8J3K9B13UE,xBiI0Oo1vBw.000.mp4,w_ExyXsnw2A.005.mp4,DON'T KNOW,LEFT,RIGHT,LEFT,RIGHT,DON'T KNOW
3HO4MYYR13OPEBYX91NVFMF4J23U6B,_QXI4n_FRN4.003.mp4,SR1Q5M2urxY.005.mp4,LEFT,DON'T KNOW,LEFT,RIGHT,DON'T KNOW,RIGHT
3URJ6VVYUQNGMJAMURI7JI315PA4OO,4lyKh2_xCDQ.004.mp4,huIQlWsIEvY.005.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3OND0WXMHXFOM4LSFKZU8VIR6SPEHF,7LHmNEH65Pk.001.mp4,Fco1CMgOadI.002.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3TRB893CSKAPDTB78636HLE95597GO,Sdqg-jn_tBk.002.mp4,knpgk7LAMb0.001.mp4,RIGHT,LEFT,LEFT,LEFT,RIGHT,LEFT
302U8RURJ01XYBTPD8JHDJ39SZ0VNA,VAZLQqJa9rQ.000.mp4,-PWjgx2czwY.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3D17ECOUOFVA8VKHOBFDXHYNYE313C,ADa9rkwF2uA.004.mp4,J0JrzUmZGcA.002.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3BCRDCM0OEUBBFTLFNJT9Z66HB56KQ,AwNVGShHjvw.003.mp4,alucqviYJFE.000.mp4,LEFT,RIGHT,RIGHT,DON'T KNOW,RIGHT,RIGHT
3EQPA8A375WIO57EZ7GS5IZO7Q2ZJB,cgT-3CHBmKs.003.mp4,9RfE2-aTvaM.000.mp4,RIGHT,LEFT,RIGHT,LEFT,LEFT,RIGHT
3KTZHH2ONJFT5HCCTET78QU1CBQM8X,X9AEEGzWSU8.005.mp4,J4GQm9j0JZ0.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3S4TINXCC1N07IVV96SURW97FHQBO0,0kg6pmbSN6A.003.mp4,8aLr0vNobr4.001.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3CVBMEMMXCG3DP6ISCLO2LQAK5M7HN,6nbxAP_ZKQQ.004.mp4,9yZEb6bdxNY.004.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3FW4EL5A3MOSCY6U3F1MJQ30K6I22K,tPVSlH_VmZk.001.mp4,vOEQlAMABWM.005.mp4,RIGHT,LEFT,RIGHT,RIGHT,RIGHT,RIGHT
3TZDZ3Y0JT6WNX9X5KGNOU19Y6D911,RuRn2t7iPSc.001.mp4,oLO05QNhhGg.004.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
39I4RL8QGKH6U2OZQENHZ960T3VH4C,bBqZyG-9ksM.005.mp4,eI_7SimPnnQ.000.mp4,LEFT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3A3KKYU7P4H4VI8URH9DM6XNUITWMM,MI_GQLbnoew.000.mp4,nex61B854Ms.004.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3KA7IJSNW75ISI7WO659GWEXPMMBPH,4VwcU0ROy5k.000.mp4,xmaC2XOhPaE.001.mp4,RIGHT,LEFT,LEFT,LEFT,LEFT,LEFT
3SNR5F7R93TOIZWCL2HF87J6654EI8,-R2SZu3SYgM.001.mp4,cA43Gfcg0QA.005.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3CMV9YRYP41YJGQAK6PJX3OQSHUJLC,YryBLVZgJj0.004.mp4,n8IiQJyqjiE.003.mp4,LEFT,LEFT,LEFT,LEFT,RIGHT,LEFT
3GVPRXWRPIU39KH2YU392XRPKI17IG,8g5jPiQ6XdA.003.mp4,Dq7Uep06KOQ.005.mp4,RIGHT,LEFT,LEFT,LEFT,RIGHT,LEFT
3ZLW647WAMVHXG2D7FFR208SQKI23V,RW4a2ERzTO8.002.mp4,uMCRfie1lkc.003.mp4,RIGHT,LEFT,LEFT,LEFT,RIGHT,LEFT
34HEO7RUG7UYLLIJVK92QGU68MPRAU,LeuT6NgJ6N8.004.mp4,PxkMDzORBPE.005.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
31ANT7FQN92OQLSZ4J6R41CETZQH5H,cY3nHc5fDYE.005.mp4,CV930dFsubs.000.mp4,RIGHT,RIGHT,LEFT,RIGHT,RIGHT,RIGHT
34O39PNDK7834VNB1Y9YLRECQ4ARBP,2AV8m02PjdU.001.mp4,fsaslN7xV-w.002.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3TTPFEFXCUKK9PSD92GWW7QEPU1H6X,_IS6GFmQYj4.003.mp4,XuXhY_SCkNI.005.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
35U0MRQMUK7FGWT1ENJUS83EI96OVJ,dOFnHXRLEdM.002.mp4,zpLiIVF0x7U.000.mp4,LEFT,DON'T KNOW,DON'T KNOW,LEFT,DON'T KNOW,LEFT
3VW0145YLZCIPY8VKIQYXG3FSMKJME,SfldZBPyPFo.003.mp4,knpgk7LAMb0.004.mp4,RIGHT,RIGHT,RIGHT,RIGHT,LEFT,RIGHT
35U0MRQMUK7FGWT1ENJUS83EI95VOP,QXFRE_pjrAE.005.mp4,m_9aygJNij8.000.mp4,LEFT,LEFT,LEFT,RIGHT,LEFT,LEFT
32TZXEA1OMKVQR3LOPKW7MQTCEZ14X,maDObxiOQRo.002.mp4,N0s2M3bJkUk.005.mp4,LEFT,LEFT,RIGHT,LEFT,RIGHT,LEFT
30QQTY5GMLK8IBC2SBSNL0F0EDNU7A,-R2SZu3SYgM.002.mp4,K-iwJMxjyx4.002.mp4,RIGHT,DON'T KNOW,RIGHT,RIGHT,RIGHT,RIGHT
3G9UA71JVWUZ4V18GCO9EY6PXXQ7JS,8AyIkT2Dg14.003.mp4,1mHjMNZZvFo.002.mp4,LEFT,RIGHT,RIGHT,LEFT,RIGHT,RIGHT
360ZO6N6J2JTJMVMY6ZL8MPCWH8M9M,JxxF9y61ujA.003.mp4,RsjDkkvJirs.005.mp4,RIGHT,LEFT,RIGHT,RIGHT,RIGHT,RIGHT
3X0EMNLXEQPX1W52TNW9H884SE1VP6,_kK9tGN883Y.000.mp4,ZhPQrqxo2mw.000.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3MXX6RQ9EW5Y7JMN9RVM8I8RFU64P5,FcR9VhCxBb0.004.mp4,z3DO3tdrsnQ.004.mp4,RIGHT,RIGHT,LEFT,RIGHT,LEFT,RIGHT
3D06DR5226J7O55RQCDL4H0W2ZQMA1,rD6NViDdyOU.000.mp4,vp9p1osOaLI.001.mp4,LEFT,LEFT,DON'T KNOW,LEFT,LEFT,LEFT
3K8CQCU3KF1AD0TU3IODZLMNZ83WNM,9UEBU_yiTPs.002.mp4,VPFrKx72gvo.001.mp4,LEFT,LEFT,DON'T KNOW,LEFT,DON'T KNOW,LEFT
3UEDKCTP9WQUFF7QYXOLFD62CMQ7KR,Bmn4YEhgBDY.000.mp4,s-jZlMKQGwc.005.mp4,RIGHT,RIGHT,LEFT,LEFT,RIGHT,RIGHT
3ODOP6T3ATK2FCLH7TKAC50Y4KE24G,3Vr5-zedeWk.003.mp4,54JawR1x0II.004.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3FJ2RVH25063CIRTOOG1TDBEQCR92I,_YYBXI2mXv4.000.mp4,0G9vplL8ae8.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3CVBMEMMXCG3DP6ISCLO2LQAK5LH7W,kSk-rf7a1Ig.004.mp4,YGrCXe2-fVk.004.mp4,RIGHT,LEFT,LEFT,LEFT,LEFT,LEFT
3P0I4CQYVZ7SVLT64XOQEAMSPI8OWT,PkEzIErhYZ8.002.mp4,n8IiQJyqjiE.002.mp4,RIGHT,LEFT,LEFT,LEFT,RIGHT,LEFT
3QO7EE372PN3SU8BOJKYG147UI8BQ8,VugKq4gOi50.002.mp4,AWe6ZZUmlZw.004.mp4,DON'T KNOW,RIGHT,DON'T KNOW,LEFT,LEFT,LEFT
3VI0PC2ZAZK7KLYWE2KCGT0ZYKEOXM,BZ3FEf_KKso.000.mp4,vJDx6TCX32M.000.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3J5XXLQDHNBQU70FVPZ24553NIA3V3,7s3itKIXww0.002.mp4,X9AEEGzWSU8.004.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
33EEIIWHK87I186HT0BYHDYEXANVQX,KLY518hfGhU.005.mp4,nfN9qJSVank.004.mp4,LEFT,RIGHT,RIGHT,RIGHT,DON'T KNOW,RIGHT
3D0LPO3EACZWKQO6JY6EZ7780Q8OYS,O3_j0d7mq7k.003.mp4,kSk-rf7a1Ig.005.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3S1WOPCJFHTKDAGI3K2FK8Y6JKTEJK,be0DQawtVkE.003.mp4,nGe8dIc-ecc.001.mp4,LEFT,RIGHT,LEFT,LEFT,LEFT,LEFT
3HEADTGN2QSID9LH6F0YM38JTWPVRY,eI_7SimPnnQ.004.mp4,ivcVlDXJCDo.004.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3P0I4CQYVZ7SVLT64XOQEAMSPI8WO1,dDi6vy-OZRg.003.mp4,i4IVTm3uvoM.003.mp4,LEFT,RIGHT,RIGHT,RIGHT,LEFT,RIGHT
3D7VY91L66XC7FAJWQDHZSK2KHBMBW,RWhyKkFI3zw.004.mp4,Nv0-x4K9YFI.003.mp4,RIGHT,LEFT,LEFT,LEFT,RIGHT,DON'T KNOW
3ULIZ0H1VB5DMA7L2U36CEW7CAU152,aLvpOYqzErk.005.mp4,ZkypeQdzgvQ.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3Z8UJEJOC0DSX0NCSOU6CNG6WQR93T,hquzfo9MVDo.003.mp4,QQzeQOoqO20.002.mp4,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,RIGHT
33BFF6QPI2B39W0KLZ4YQ7OHURC3WD,Ff0WqsFl-1s.005.mp4,MvWDky9ZaWU.000.mp4,LEFT,RIGHT,LEFT,RIGHT,LEFT,LEFT
3M4KL7H8KWN95E7Z7DDB4KA785516I,HWuh0biZQ_c.001.mp4,XvV4YdhpC2w.002.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
366FYU4PTHPFOUM0L52RLNYJY9TEKJ,maDObxiOQRo.002.mp4,UWVOT3YPQH4.000.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3ZXNP4Z39SL5ZLP8JX0MUDJH1MV7LU,jPpZkVzQywk.001.mp4,nghDz0el8iI.002.mp4,RIGHT,DON'T KNOW,DON'T KNOW,RIGHT,LEFT,RIGHT
3BPP3MA3TDKQ804I65ES0NBYN9YELM,12lqQE6oPNE.002.mp4,vIW7gDmhYMk.004.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3OJX0UFJ007CWU0V78Q7ZW6693BU9M,1W7XLdNpEgc.002.mp4,3gKpBq-1yG4.005.mp4,RIGHT,RIGHT,LEFT,LEFT,DON'T KNOW,LEFT
3BDORL6HKLDME0FHFY5TWBKU8PARCW,BCNZ_j_kMB4.003.mp4,OdwK_oMdfSU.002.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3H6W48L9F5PAGL57JX153ARIZN4WPI,4CSV8L7aVik.003.mp4,1uCO2d0pFg0.000.mp4,LEFT,RIGHT,RIGHT,LEFT,LEFT,RIGHT
36BTXXLZ2W8JJW22MJZBDD86GCU4RX,8XBprf4NyOg.000.mp4,qFYgMFMal_s.005.mp4,RIGHT,LEFT,RIGHT,RIGHT,LEFT,RIGHT
3NKW03WTLN7VGX6MJAGU3FHS4JQWQ9,5Mc-mjLvvGU.003.mp4,tTBRJznaNi0.003.mp4,LEFT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
31KSVEGZ35SVSYLMWP5U85RX05SWRA,OD_gyCYpR8U.002.mp4,qmiBcHJpKR0.000.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3EHIMLB7F8Z7D3B12HDUGLM5VPRH8J,OZaP2T74bLI.005.mp4,1mdMhaq5p4w.005.mp4,RIGHT,RIGHT,LEFT,RIGHT,RIGHT,RIGHT
