hit_id,videoLeft,videoRight,friendly,authentic,organized,comfortable,imaginative,interview
362E9TQF2IQM2DS3RX738A4IJA1GIN,LRU4jLhKaak.003.mp4,jvHDFrgu9PA.005.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3V8JSVE8YZQA8ZBHPK3IUVDUWDJYET,C5qRszPK9HY.003.mp4,YryBLVZgJj0.003.mp4,RIGHT,RIGHT,LEFT,RIGHT,RIGHT,RIGHT
3W9XHF7WGLVHDD4XB0RMK9YK18YTKK,s1DOqsQoN5s.003.mp4,z54OqeICELg.002.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3U18MJKL1VM1Z2NPMROCNRFK7H2NCZ,iGBVrJMr62U.005.mp4,3ySH8eJQRCI.005.mp4,RIGHT,RIGHT,LEFT,LEFT,LEFT,LEFT
3QREJ3J434XTU0WS2RPVYIO37VCLK9,SwXvcwQcqgk.001.mp4,cOirMOCpdo8.003.mp4,LEFT,LEFT,LEFT,LEFT,RIGHT,LEFT
3D17ECOUOFVA8VKHOBFDXHYNY3L138,n5Jeeqfj2_U.001.mp4,orlXEgAepGo.003.mp4,LEFT,RIGHT,LEFT,LEFT,LEFT,LEFT
3ECKRY5B1RWMTUN8HPVSTHKOU0VIZE,QKluS-uQIaM.002.mp4,alucqviYJFE.000.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,LEFT
32TZXEA1OMKVQR3LOPKW7MQTC3H14T,3tPq9fNOXZQ.000.mp4,z-CV743owek.003.mp4,RIGHT,RIGHT,LEFT,DON'T KNOW,RIGHT,RIGHT
38LRF35D5MWQHSBFQZPX8J3K90J3UA,KYvMsMLNGvY.000.mp4,Fco1CMgOadI.004.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3UZUVSO3P8VAEIM36HF700QNN36EMK,0RLFM1ehSFM.000.mp4,nfEhF5GBQpo.000.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3KTZHH2ONJFT5HCCTET78QU1C088MF,gsleSGEZHAs.005.mp4,IXVf5VWxOAg.003.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
37VE3DA4YVHQF1985TX47NC63KUBH8,DiaibIBisuM.000.mp4,SFxiMxHvJuo.005.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,LEFT
33BFF6QPI2B39W0KLZ4YQ7OHUGUW32,pEr7WTIPW64.003.mp4,sf8TXpaKnt4.001.mp4,LEFT,RIGHT,LEFT,LEFT,LEFT,LEFT
3J9UN9O9J4SLMK1OVD30ZJW2P81J0Z,TeNC9wOhlXM.001.mp4,G2D3qU6R_YA.001.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3IVEC1GSLQZLT9M6RW70DOFCU07J12,PKyqjYem0dY.004.mp4,O7ke1Wjb1ZM.000.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3S37Y8CWI90ORSJOLD9H0CGN8GQW4N,XbsA_lCKQLs.005.mp4,wuTgJGTEK-0.000.mp4,RIGHT,LEFT,RIGHT,RIGHT,RIGHT,RIGHT
3JMQI2OLF05B4UT3MNJN7XX2SHENDZ,5hFRSHAis2E.005.mp4,9o10YrQykMk.000.mp4,RIGHT,DON'T KNOW,LEFT,RIGHT,LEFT,RIGHT
302U8RURJ01XYBTPD8JHDJ39SOIVN6,lyZZSU1ziCQ.003.mp4,uStuc1OX0f0.001.mp4,RIGHT,LEFT,LEFT,DON'T KNOW,RIGHT,LEFT
35U0MRQMUK7FGWT1ENJUS83EIYNVOL,F4UeAogUMMs.003.mp4,isqmQc9AfBc.005.mp4,LEFT,RIGHT,LEFT,RIGHT,LEFT,LEFT
3LXX8KJXPX9HJPGYBMEY0QEHR65O9Z,53QFyec0uN0.003.mp4,DVh_7dO2cWY.004.mp4,LEFT,LEFT,LEFT,RIGHT,LEFT,LEFT
3UYRNV2KIUZZNZXC5F87L5J1HQI8NF,vhugKRUnd-c.004.mp4,nIwFocnmRFY.003.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3BVS8WK9Q1VQBWKSBBFP7ZDL3X9BI1,HWuh0biZQ_c.001.mp4,cgp1OzTOq1o.005.mp4,LEFT,LEFT,LEFT,RIGHT,RIGHT,LEFT
344M16OZKJFGW073IIU7DFFNSTFNES,ELvGOVb8L5I.000.mp4,KahSwziq8F0.001.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,LEFT
38O9DZ0A63NGUZPVQHDP93KC001620,Psahy1Vju4A.001.mp4,sTUJhj154Sc.003.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3SX4X51T819VO8Q33SSYWLP1XONOAE,g8rjtlzAQ6k.002.mp4,ZO5JoyVTat8.000.mp4,LEFT,DON'T KNOW,LEFT,LEFT,LEFT,LEFT
31S7M7DAGHQSXJMFW03NZ9BZQ83TLN,HNKnvSmTkC4.005.mp4,rTG9gtci67c.005.mp4,RIGHT,LEFT,RIGHT,LEFT,DON'T KNOW,RIGHT
3XH7ZM9YX3UKG28E3EV2ULJM2TPR9B,d9_YDJdF-7I.001.mp4,oC-qxnrmJws.005.mp4,RIGHT,LEFT,RIGHT,RIGHT,LEFT,DON'T KNOW
3S4TINXCC1N07IVV96SURW97F68OB9,d4cPiUXpGbc.004.mp4,VoXh9utSIx8.000.mp4,LEFT,LEFT,LEFT,LEFT,DON'T KNOW,LEFT
34F34TZU7XZSIU42A07EI7PHM6LJ2J,N4tuu9aCXkw.002.mp4,-fqiCqZtgYs.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3K2CEDRACC1C3140WC42ZMQOQDTTMP,WATt9OOVZh8.001.mp4,d4iSwRMV0bA.001.mp4,LEFT,RIGHT,RIGHT,LEFT,RIGHT,RIGHT
3M0556243TK82E7ZDTEDVX0N4UUNFA,Tg8a_iNEamM.005.mp4,piNQPNAKzyU.004.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3ULIZ0H1VB5DMA7L2U36CEW7CZC15Y,6NjuNY4LfQc.004.mp4,a5-PJqy9QmU.001.mp4,RIGHT,RIGHT,LEFT,RIGHT,RIGHT,LEFT
36GJS3V78WQIXOC99FS3KBJIWPQGJZ,FGkS4vJYOpM.002.mp4,og8vtyRh_bc.004.mp4,DON'T KNOW,LEFT,LEFT,RIGHT,LEFT,LEFT
3ZTE0JGGCFSJHNN1N6OP2GFPXR8OCG,48S9_KZvzVw.002.mp4,rIHcq2E67Nc.003.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
356ZPKYPUIHE5Q07YYJTO7CYAKMYPF,3taD1fEPfC8.001.mp4,pzG2VeUbefw.003.mp4,RIGHT,LEFT,LEFT,RIGHT,RIGHT,RIGHT
3D42WVSDH9V2EDBDKVNOCDYU8EYYFB,l8weBJSCHbA.003.mp4,RYG6XhdmPY0.003.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3KVQ0UJWPYL6NBNOZISR54M18CLW5S,kJLeYUobR0M.003.mp4,VhHnmeRABJw.003.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3B9XR6P1WFVM674YTT0PJ0SLGCYBJD,ZYmZ6fOnEVg.000.mp4,f_mEEFFeh-0.004.mp4,LEFT,DON'T KNOW,RIGHT,RIGHT,LEFT,RIGHT
344M16OZKJFGW073IIU7DFFNSTGENK,AEqpMdMeMZA.001.mp4,US4PxgfKDeA.003.mp4,LEFT,RIGHT,LEFT,LEFT,RIGHT,LEFT
3ZZAYRN1I7R034PC9SJFRQFTLD8TO4,3VTL2kFt17M.004.mp4,YliKljQIX2o.002.mp4,RIGHT,LEFT,RIGHT,LEFT,LEFT,RIGHT
3U74KRR67NLILJP08DJ2C1FOV33TNP,fhUGU2uiS1U.004.mp4,C-48U5oDuvw.000.mp4,LEFT,RIGHT,LEFT,LEFT,LEFT,LEFT
3J5XXLQDHNBQU70FVPZ24553N7S3VZ,QlkTEWrSCBs.000.mp4,BeyIfaH64xY.004.mp4,RIGHT,RIGHT,DON'T KNOW,RIGHT,RIGHT,RIGHT
3ZQX1VYFTE5H5KXO6U8K0UJ670N8OU,ZlcINjtdkQQ.000.mp4,HT_8WpgGqjk.005.mp4,RIGHT,LEFT,RIGHT,RIGHT,DON'T KNOW,RIGHT
39WSF6KUV3LYEL7FJXUKS4FSI3LEOZ,5bYq8LXMRaw.004.mp4,dB-kMg4t-V8.002.mp4,RIGHT,RIGHT,DON'T KNOW,RIGHT,DON'T KNOW,RIGHT
3PEG1BH7AFRHHRAGBE01KFSYV1YBKC,7MwZm3mhSA8.003.mp4,o2wtRccAgjE.005.mp4,LEFT,LEFT,RIGHT,LEFT,RIGHT,LEFT
33BFF6QPI2B39W0KLZ4YQ7OHUGU3W9,sa1ZACqr15U.001.mp4,rV6Vdn-JrTA.004.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,LEFT
3KL228NDMWMD88IRR0SFLQJVBEQGKY,EgolOPjkkg8.001.mp4,qsd4GdeN_eY.001.mp4,RIGHT,RIGHT,RIGHT,RIGHT,LEFT,RIGHT
3IJ95K7NDYCEGE3UODKVDI0Z59UNG9,GS7cBLgZKgk.002.mp4,PReOtefm17s.002.mp4,RIGHT,DON'T KNOW,RIGHT,DON'T KNOW,DON'T KNOW,DON'T KNOW
3RWB1RTQDKNZQK9PLULZPUOWH5J8PB,ZgFh3JPMs3Q.005.mp4,hqe-8SMJGmc.003.mp4,LEFT,RIGHT,LEFT,LEFT,LEFT,LEFT
3BKZLF9900ZZ521MYBYIOC28FG8YQ6,WosLI6krxUg.001.mp4,odHogR_36Dc.002.mp4,RIGHT,RIGHT,LEFT,RIGHT,RIGHT,RIGHT
3M4KL7H8KWN95E7Z7DDB4KA78UN16E,bBqZyG-9ksM.000.mp4,ZRl_k6DzTeI.000.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3EHVO81VN6LP23RG3W4F1BZXH841HG,1Kb5d-w3YJ8.002.mp4,uATtAHyVSMM.002.mp4,RIGHT,RIGHT,LEFT,RIGHT,LEFT,RIGHT
3VAOOVPI30S4E6EANR1WDI1IWVHLLC,2IwWILRuuNU.005.mp4,cMLkNVKkaOQ.001.mp4,LEFT,LEFT,RIGHT,LEFT,DON'T KNOW,LEFT
3EKTG13IZV3OKOWVN32BDVG7W07LME,J5Q9cutAmY8.001.mp4,rIRBEkDhn6Q.005.mp4,RIGHT,RIGHT,LEFT,LEFT,LEFT,LEFT
3126F2F5F93GZLJGYX7ZH4KIS8HEPG,8pM3X-xsD4s.005.mp4,J0JrzUmZGcA.002.mp4,LEFT,RIGHT,LEFT,LEFT,LEFT,LEFT
37G6BXQPLRL1ZXKVYAMOH9ASX43EQ7,Sdqg-jn_tBk.003.mp4,kDInh1O8p5w.005.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3CESM1J3EJ326FN2412WXA0147WW68,g4PQ753TDls.000.mp4,qr1C43Ylavg.004.mp4,LEFT,RIGHT,RIGHT,RIGHT,LEFT,RIGHT
3X0EMNLXEQPX1W52TNW9H884S3JVP2,2kqPuht5jTg.001.mp4,ssexxLJLuhU.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
39N6W9XWREN8SD78VFT6UYY69TYYGA,7LHmNEH65Pk.001.mp4,huIQlWsIEvY.001.mp4,RIGHT,RIGHT,LEFT,RIGHT,RIGHT,RIGHT
3SR6AEG6W6TMS92JFLBOFYA7OTBYH9,ODDGS0hTcUc.004.mp4,BeyIfaH64xY.003.mp4,LEFT,RIGHT,DON'T KNOW,LEFT,DON'T KNOW,LEFT
3IH9TRB0FCZPYY209EM01N0CHLJ1I9,PKyqjYem0dY.003.mp4,rIRBEkDhn6Q.000.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
39TX062QX2OIYW5AV40KSQ2O3I03X2,xfMOELCuN94.004.mp4,z0v9LukQRHU.003.mp4,LEFT,LEFT,LEFT,RIGHT,DON'T KNOW,LEFT
33EEIIWHK87I186HT0BYHDYEXZ5VQT,rqfvIjzegpI.000.mp4,c7tczvW3_dQ.005.mp4,LEFT,RIGHT,LEFT,LEFT,DON'T KNOW,LEFT
3566S7OX5EJS9EL4QNI3AYA335717D,7tB2Rtm4XeU.003.mp4,ihA8DzHWyiU.000.mp4,LEFT,LEFT,RIGHT,LEFT,RIGHT,LEFT
3OPLMF3EU6NU26HVZ4HBQA571QHLNE,4a6-tNo-NDM.001.mp4,IQNNEfYYYiw.000.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3THR0FZ95QTCKRH70JHO5Z5CR0MLOT,BStHNKV820Q.001.mp4,PReOtefm17s.005.mp4,RIGHT,RIGHT,LEFT,RIGHT,RIGHT,RIGHT
3LG268AV3961BYZVBPBOMZKXTQ5ER8,fY4tctYZTz8.000.mp4,VTv4BAYgJpk.004.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,RIGHT
3LN50BUKPWBU5RT8FJU3UZA215ILPA,JBdLI6AhJrw.000.mp4,4kIHxR6s1L4.004.mp4,RIGHT,LEFT,RIGHT,RIGHT,RIGHT,RIGHT
3R5OYNIC2D9IO41DOSWUGQKJVI4TPL,XYt6WL-l7do.001.mp4,Y9wnqLKhNNI.000.mp4,DON'T KNOW,DON'T KNOW,LEFT,LEFT,DON'T KNOW,LEFT
3UXQ63NLABMS1XSYWEC2ZF5DK13BLF,cOirMOCpdo8.003.mp4,Yj36y7ELRZE.002.mp4,DON'T KNOW,RIGHT,DON'T KNOW,LEFT,DON'T KNOW,RIGHT
3O4VWC1GEX6H3C0LE0LJ1HU9SKLJ3U,btcCanysQsw.002.mp4,7GRC7XjGzX8.000.mp4,RIGHT,LEFT,RIGHT,RIGHT,LEFT,RIGHT
3XJOUITW8VR3OG2SO5BJGVAT0EQTQC,8yFYvQ_kxW8.005.mp4,hT83GkLYIFs.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3PKVGQTFIIKZH3GMBQNIT2CDB2AYR7,1q-N_zbsAg0.000.mp4,19cplBTXyoY.002.mp4,LEFT,LEFT,LEFT,LEFT,RIGHT,LEFT
3VGET1QSZ1ZLAF17NB7O3O0XZIGW77,B77ZCcCMrkM.001.mp4,LeQKH1vAVpg.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3OEWW2KGQKBTMFTFN2J0MMX7IRKODG,iGBVrJMr62U.004.mp4,5hFRSHAis2E.005.mp4,LEFT,RIGHT,RIGHT,RIGHT,DON'T KNOW,RIGHT
3XABXM4AJ25KQWA4L70OPZE6M158Q2,mkWfG-4vvGc.000.mp4,oe1PZxExhzc.003.mp4,DON'T KNOW,DON'T KNOW,LEFT,LEFT,LEFT,LEFT
3IVEC1GSLQZLT9M6RW70DOFCU081JL,jZDlFzVUZwY.004.mp4,W48yW9XTI4c.000.mp4,RIGHT,RIGHT,DON'T KNOW,DON'T KNOW,RIGHT,RIGHT
37SDSEDINA2W9SQN0SA9OY6YEPD180,ZXeO5dRFrj0.005.mp4,w_ExyXsnw2A.000.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3D7VY91L66XC7FAJWQDHZSK2K6TBMH,foj4bqLSmF8.000.mp4,onbyz01BC_Y.003.mp4,RIGHT,RIGHT,LEFT,DON'T KNOW,RIGHT,RIGHT
3X2LT8FDHXIPAT6QXGZUHOWSA2MW8U,NG8qWulkRM4.001.mp4,UEYKBC_SuzU.002.mp4,LEFT,LEFT,DON'T KNOW,LEFT,LEFT,LEFT
3BJKPTD2QDC30HHS1K0JLLKYW0STRD,eqXrUXW4yHY.000.mp4,4zkY1SG-7xc.003.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3NCN4N1H1HHIPXVJ8RSHC792PW3BNH,EelHLfeSJfM.005.mp4,lsVwEApsljU.005.mp4,RIGHT,LEFT,RIGHT,RIGHT,DON'T KNOW,RIGHT
3BFF0DJK8YCF1WH5G90OBVPUI2BTS1,HUJt0I1UKzo.003.mp4,p1ORMiJ0fPU.003.mp4,LEFT,LEFT,DON'T KNOW,LEFT,DON'T KNOW,LEFT
34HEO7RUG7UYLLIJVK92QGU68B7RAQ,M20gRMBy-4I.000.mp4,KGRUaRe3r7I.001.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3SD15I2WD3U5FHLEUHRUSDP46E163B,htH89DBizno.000.mp4,l3IoZ_QmOQo.003.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3HEADTGN2QSID9LH6F0YM38JTL7VRU,jub-AHFTH_g.000.mp4,vCY4uvfrWXA.005.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,LEFT
34O39PNDK7834VNB1Y9YLRECQTSRBL,wTo1uZns2X8.004.mp4,LSqijVxP0EM.002.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3BA7SXOG1KQK2XP4YMPOUPOBIN78R3,TNtcyfM9jak.003.mp4,TTx4lC7LLcI.002.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3PGQRAZX03KBIIGZQFNNJCH9X4TYSV,OMHlfDF99Mw.002.mp4,heE4ZZXwehI.002.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3BDORL6HKLDME0FHFY5TWBKU8ESRCS,4ZlcaXadwlo.000.mp4,3gKpBq-1yG4.005.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,DON'T KNOW
39WSF6KUV3LYEL7FJXUKS4FSI3LOE9,Jog1-pYOSD0.000.mp4,og8vtyRh_bc.004.mp4,RIGHT,RIGHT,LEFT,RIGHT,RIGHT,RIGHT
3LCXHSGDLU6DCDZ8QEBTC9PTFSOESW,7LHmNEH65Pk.004.mp4,YNlhBpVk1tw.004.mp4,LEFT,LEFT,RIGHT,LEFT,RIGHT,RIGHT
3S4TINXCC1N07IVV96SURW97F68BOW,CDTo7WVyf5s.001.mp4,oDOoG0vX-7U.005.mp4,LEFT,RIGHT,LEFT,LEFT,LEFT,LEFT
3LB1BGHFL3WCXITEFFSDTHDVZN7YTK,iPblZBQpafs.004.mp4,HCkDd0UnUgo.002.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3H5TOKO3DAJQXD4IUVWD2IHAKEX64W,SyaRn3MHEIE.004.mp4,SSBC6EsBCro.000.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3WRKFXQBOC7MO4D3L3T9FABMO6QYI2,59Smv7wl--w.004.mp4,tPVSlH_VmZk.000.mp4,RIGHT,RIGHT,LEFT,LEFT,RIGHT,RIGHT
3W0XM68YZQVG4TSO9H7CE3FP9P81KK,b8GPFr11adA.004.mp4,hquzfo9MVDo.002.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
39XCQ6V3KZ48TW8I80FN7ANOKAS651,fDw_PAgW07o.001.mp4,8RVJqjILSD0.004.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3J9L0X0VDGMPOYP02858HKR3U84W9J,EAnvsNi8O-M.002.mp4,EknEAPhAjdA.002.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3B623HUYJ5QW3CPHDBPTKZT74PQ8SR,UtVo107m5lg.003.mp4,struoSVUsUg.004.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
31GECDVA9KM4C08WDJPSZG1OG5366H,ZqbJIM7rmO8.001.mp4,0u56Q_QmxIM.005.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,RIGHT
3W5PY7V3UQ7IJFX93LE9RBQM1LFYJE,Vy-Lr_iM5qo.004.mp4,4zkY1SG-7xc.003.mp4,LEFT,RIGHT,LEFT,RIGHT,LEFT,LEFT
