hit_id,videoLeft,videoRight,friendly,authentic,organized,comfortable,imaginative,interview
3I4E7AFQ2LZM2TYFTFRAJUY7MSHJTC,a84s1DYag-I.004.mp4,phjVMKGYBKs.005.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
32W3UF2EZPLFDUDJ4M9GOI9KG9RC4V,Z3FdUfZLHyw.004.mp4,nKLhatlbqEw.001.mp4,RIGHT,RIGHT,LEFT,RIGHT,RIGHT,RIGHT
3DFYDSXB2X0126D4TKHKOQK956OJU3,NkFJuN8fBDU.001.mp4,XFpzukISe6s.002.mp4,LEFT,RIGHT,LEFT,RIGHT,RIGHT,LEFT
3R6RZGK0XGCRAAX3KASSUZ1GWH5YV0,WuHLxhCSnGs.000.mp4,Wbd7QufjK_E.002.mp4,DON'T KNOW,DON'T KNOW,DON'T KNOW,RIGHT,LEFT,DON'T KNOW
3BA7SXOG1KQK2XP4YMPOUPOBIWQR8N,ay4cdKr1I0o.002.mp4,lvae9lRUugE.004.mp4,RIGHT,RIGHT,LEFT,LEFT,RIGHT,RIGHT
3URJ6VVYUQNGMJAMURI7JI315N9O43,176vWywoq9E.000.mp4,jz9kgvYbBYA.003.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3T5ZXGO9DFOZASBRUX012JBALJUQZP,KnbEca4Ibwk.002.mp4,pvvff396Rqg.005.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3AFT28WXLG2AUQ91FGKBDJDKA5BOIJ,cgT-3CHBmKs.005.mp4,nKx64KH7Xks.003.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3OZ4VAIBEYF1FL24YARPKCMSJDXJVS,F0kidNe_RSo.001.mp4,ApCq0dwH1Ak.000.mp4,LEFT,LEFT,LEFT,LEFT,RIGHT,LEFT
37PGLWGSJU6R4ZOMHOSI62WBQ00IKS,rTG9gtci67c.003.mp4,4VwcU0ROy5k.002.mp4,RIGHT,LEFT,RIGHT,RIGHT,RIGHT,RIGHT
3CIS7GGG66JTRQRCFJ6TRA7H0YSEUD,TIRrlL71dEQ.003.mp4,YZp79VcnY0w.002.mp4,LEFT,LEFT,LEFT,LEFT,RIGHT,LEFT
3BC9H1KCYVC4PZX8AKXOG1KU3Q7YWA,1eOvtoZCie8.004.mp4,VNK6LQHh25w.005.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,LEFT
3CMIQF80GOQXMIRGSS3Q5LIFGFY6QF,AFvUxDwJB84.001.mp4,As93GgkTdt4.005.mp4,RIGHT,LEFT,LEFT,LEFT,RIGHT,LEFT
3XU80RHWH0GCIQ04B73Y5KXWOWA44A,AQz6_ZpzGIE.003.mp4,JBdLI6AhJrw.002.mp4,LEFT,LEFT,RIGHT,RIGHT,LEFT,LEFT
3MJ28H2Y1F8YI2EM8W1HOA9F5J4O58,b-qfeGqPd04.005.mp4,fpyBDfh7qF0.002.mp4,RIGHT,RIGHT,RIGHT,LEFT,LEFT,RIGHT
3LB1BGHFL3WCXITEFFSDTHDVZWQTYG,_fFmEyvWgfA.004.mp4,zJEnT19uoPY.004.mp4,LEFT,RIGHT,RIGHT,LEFT,LEFT,RIGHT
3X52SWXE0Y5RMWW3ESFZJASB02PWC0,iGlLSkRAsJc.004.mp4,OxaBanUE6KE.004.mp4,RIGHT,LEFT,DON'T KNOW,LEFT,LEFT,LEFT
3EQVJH0T41LQBN3P5FOP7HIS90CTHG,8PXQ_5tUv74.000.mp4,scifP1EXSdo.000.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3MQKOF1EE3O1RO2HEOAA3GATL21WD0,taSAaWKcmTw.002.mp4,wYZJ2HXfvmQ.002.mp4,LEFT,LEFT,LEFT,RIGHT,RIGHT,LEFT
3T2HW4QDUW7GA0JVLH575QK02159CO,kV7MFI2_ddo.003.mp4,oontew1LiUU.002.mp4,LEFT,LEFT,LEFT,DON'T KNOW,DON'T KNOW,LEFT
385MDVINFDFEUA29OKWL6E56QMZJW2,4nir0YtjHVs.002.mp4,2TMl5EMrdVI.000.mp4,RIGHT,RIGHT,LEFT,LEFT,LEFT,LEFT
3E24UO25Q0QU16E0DFBMGGNF1EFO6O,9Crw2RtrBcY.003.mp4,DnTtbAR_Qyw.002.mp4,RIGHT,DON'T KNOW,LEFT,LEFT,DON'T KNOW,LEFT
3EKZL9T8Y9M9P61EJTTZI7IOLEDHCM,fEZrAGQoh_g.000.mp4,w7wPDiQkiA4.001.mp4,RIGHT,LEFT,RIGHT,RIGHT,RIGHT,RIGHT
3X4Q1O9UBIMD56S5WPGEMUNBWPZO7N,d9_YDJdF-7I.003.mp4,sBw7VHQ74SY.005.mp4,RIGHT,LEFT,RIGHT,RIGHT,DON'T KNOW,DON'T KNOW
378G7J1SJMY6JUGHAJLU9YSELE2WET,MnARi5OWW9Q.003.mp4,3K16KyiAZHw.004.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,LEFT
3C8QQOM6JQ12O5642O4JL29QF05ILV,C2MEPH7x9m0.000.mp4,oontew1LiUU.000.mp4,LEFT,RIGHT,LEFT,RIGHT,RIGHT,LEFT
3ZQX1VYFTE5H5KXO6U8K0UJ6795O8A,Lt89YrQHF_w.001.mp4,LWylAwr9kJI.002.mp4,LEFT,LEFT,RIGHT,LEFT,DON'T KNOW,LEFT
30ZKOOGW2X6ASGJ2XQUNKPCT4MW1A5,tBQlU4_cIS0.000.mp4,spodWGLGBiw.001.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3IQ9O0AYW7ZQ7IE9BX6A7TJ79DRTI9,6IOtQTOyQRU.000.mp4,JIYZTruMpiI.000.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3KTCJ4SCVH1BUHSRUTKSTG7TY3LM1A,feg-RNvT-t0.002.mp4,C8xZ0vhrrFE.003.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3VIVIU06FLCMUNOP205YLFOFF5VIMX,BSfClgoqf00.001.mp4,JiXJeI5_jGM.001.mp4,RIGHT,DON'T KNOW,LEFT,DON'T KNOW,DON'T KNOW,LEFT
3UOMW19E6E6X9DHJIRSQTAFYG5MC50,ZeGT9pSG734.005.mp4,fBcc1UMtZME.001.mp4,LEFT,LEFT,RIGHT,RIGHT,LEFT,LEFT
3CO05SML7W52K8K13IC91AITZYDR0Z,YryBLVZgJj0.001.mp4,GkPz3-y6Les.000.mp4,LEFT,LEFT,LEFT,RIGHT,DON'T KNOW,LEFT
3ATYLI1PRU26P1T7XY5BPKSKNK0OJV,EHPZNxP5mN8.000.mp4,P2B2K7DvUC8.004.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3QMELQS6Y6BXYJ6G57SQABSKC106RG,ldq15dfuaLg.001.mp4,Ng2E0E5tiZQ.005.mp4,LEFT,LEFT,DON'T KNOW,LEFT,RIGHT,LEFT
3EN4YVUOUDSTJA7ZYPS78XJDZO5JXV,ztyBhnjtrz0.001.mp4,rUGAiuYHNgE.002.mp4,RIGHT,LEFT,DON'T KNOW,RIGHT,RIGHT,RIGHT
306996CF6XKFBQOU34UJF0WZM4H1B0,pZxqWp0e-Ik.001.mp4,t899haDGi38.002.mp4,DON'T KNOW,RIGHT,RIGHT,LEFT,RIGHT,RIGHT
36D1BWBEHO1IJ2ANDXK6YZHYQ9ZM2R,9_6auSk_wkY.005.mp4,Oe7ItP7gS4w.004.mp4,RIGHT,RIGHT,LEFT,RIGHT,LEFT,LEFT
3Q2T3FD0OO874K66HXYBH9MQWNZM32,-N6QKrbnaDs.004.mp4,yftfxiDNXko.000.mp4,LEFT,RIGHT,LEFT,LEFT,RIGHT,LEFT
37VUR2VJ6BPYLVG0H4QEQK2H4PH1C7,ZGox7tevC6A.001.mp4,R-vly7LKotQ.003.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
35NNO802AWWSC59PE1KYYUDFKV5INX,dOFnHXRLEdM.004.mp4,o_kTWEEjtyw.003.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3FULMHZ7OVXSMGPAHB3UREEWANVM4N,_RfHkyf68Zs.000.mp4,owRKOW0ymCM.001.mp4,DON'T KNOW,LEFT,LEFT,RIGHT,DON'T KNOW,LEFT
3N2YPY1GI7YT45GCK9GYNW90E51EV2,c3SQSM9OIsA.001.mp4,T9xSEBSaL7Q.000.mp4,RIGHT,RIGHT,LEFT,LEFT,LEFT,LEFT
3P4ZBJFX2W3YP8GD5U50RGDEXFHWFB,uEBTnI1zqhs.001.mp4,h_kjgcJ_bqU.001.mp4,RIGHT,RIGHT,LEFT,RIGHT,LEFT,RIGHT
3M7OI89LVZOTSHHXNA2VLGTYC0XC6G,pEYFpmjwKC0.000.mp4,N4tuu9aCXkw.003.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3PMR2DOWOP1UE944PCM8AC3AOS545F,-RhPxhfpg4U.003.mp4,YC3X1DcnUrk.001.mp4,LEFT,LEFT,RIGHT,LEFT,RIGHT,LEFT
33W1NHWFYILC283JB1UW7OMX5QUTZ7,LBrmHHzyIiY.004.mp4,qj-3b8snKho.002.mp4,RIGHT,RIGHT,LEFT,LEFT,LEFT,LEFT
37M4O367VKIAIZTAVGM4W6KAAJQM5S,IP_Smb0hVSw.002.mp4,kAbMWBsPKR4.000.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,LEFT
3I4E7AFQ2LZM2TYFTFRAJUY7MSGTJL,QV4TV3aHxfE.004.mp4,4bDOetaLvZs.004.mp4,LEFT,RIGHT,LEFT,RIGHT,LEFT,LEFT
3W9XHF7WGLVHDD4XB0RMK9YK1HGTKK,4lIbWq27O84.001.mp4,M5_x5J-H2I0.003.mp4,RIGHT,LEFT,LEFT,RIGHT,RIGHT,RIGHT
3XH7ZM9YX3UKG28E3EV2ULJM228R9C,4vdJGgZpj4k.004.mp4,HPEemWelY1E.005.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3H5TOKO3DAJQXD4IUVWD2IHAKNG46V,P_wDFLJnW-o.003.mp4,FkzVX7SQ9wE.001.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3AFT28WXLG2AUQ91FGKBDJDKA5AIOC,Ay7bZ7Sgx9Q.003.mp4,io0aNQE8En8.002.mp4,DON'T KNOW,RIGHT,LEFT,RIGHT,DON'T KNOW,LEFT
3W5PY7V3UQ7IJFX93LE9RBQM1UZJY1,gZblxCs4EV4.002.mp4,7tB2Rtm4XeU.002.mp4,LEFT,RIGHT,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW
307FVKVSYSF91DIND5158WH6FY047U,4yogPbHFQ9o.002.mp4,xfLVThCzEEk.000.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,LEFT
3INZSNUD81QQFSP9LD0IPW2IN1H9DO,pvvff396Rqg.000.mp4,vIW7gDmhYMk.005.mp4,RIGHT,RIGHT,LEFT,RIGHT,RIGHT,LEFT
3QI9WAYOGRB9ZY6TKWSV0LXGY3J6S4,38fE5B4ghw0.001.mp4,vQEZ5KF9I4E.004.mp4,RIGHT,LEFT,RIGHT,RIGHT,LEFT,RIGHT
3H6W48L9F5PAGL57JX153ARIZL5WPF,OZlpENU9h28.003.mp4,X7S71Som15M.002.mp4,LEFT,LEFT,LEFT,RIGHT,DON'T KNOW,LEFT
335HHSX8CE5JUY7SJPOA2D066EPHDM,XYt6WL-l7do.001.mp4,Jog1-pYOSD0.003.mp4,RIGHT,RIGHT,LEFT,RIGHT,RIGHT,RIGHT
3AC6MFV69LIMXZCOB7D7T5J9UWZZH3,t6-ljEWQjW8.002.mp4,xsDABUrvs6w.004.mp4,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW
34HEO7RUG7UYLLIJVK92QGU68KQRAR,KXUERmhPyr8.004.mp4,NFAlff6GUpA.001.mp4,LEFT,LEFT,DON'T KNOW,RIGHT,LEFT,LEFT
3Z56AA6EK50613TO0ZW9OCYA6E1M68,xyOq5SL0Evc.005.mp4,NVvKBE5FTMk.004.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
33QQ60S6ATIU00CI7C7E6L5D6XIU07,IveGfOJ86wY.005.mp4,MZkDsB04kt8.005.mp4,,,,,,
32CAVSKPCFPU7PX03VBEKQONBPOU1A,C3knX70mzxQ.002.mp4,OcS4H_dFeOc.004.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,LEFT
335VBRURDK0V7Y39H8B2VEK3NDI9EH,8e4nnel_x-M.001.mp4,PQBGDxYGaXU.000.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3FJ2RVH25063CIRTOOG1TDBEQAT299,fsLf6Xv_Gbk.000.mp4,Lj1WuMXFa-4.004.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3OWZNK3RYMP1WAFWMZBSP9YS3V2U2R,-55DRRMTppE.005.mp4,6uqXoPJSoPg.002.mp4,RIGHT,RIGHT,LEFT,RIGHT,RIGHT,RIGHT
31S7M7DAGHQSXJMFW03NZ9BZQHLTLN,zFVjcb45pjI.005.mp4,simc6hmrUOE.002.mp4,LEFT,LEFT,LEFT,RIGHT,LEFT,LEFT
34O39PNDK7834VNB1Y9YLRECQ2BRBM,XJj34u5IzU0.003.mp4,huIQlWsIEvY.002.mp4,LEFT,RIGHT,LEFT,LEFT,DON'T KNOW,LEFT
378G7J1SJMY6JUGHAJLU9YSELE3EWC,H6s9aFAQP3M.000.mp4,0dIqLMMn4jY.000.mp4,LEFT,LEFT,LEFT,LEFT,DON'T KNOW,LEFT
3BDORL6HKLDME0FHFY5TWBKU8NBRCT,0SS47KwVOQ4.000.mp4,CGfr9jl8w4Y.001.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3MJ9GGZYO46HH11YGUU1P8MYWSB2AO,KAGTaM0Z9tA.004.mp4,qoztP0w5-Vo.002.mp4,RIGHT,RIGHT,LEFT,DON'T KNOW,LEFT,RIGHT
3HUR21WDDVPJEZ2YKPTAIKY1CSDYX3,MrYEK0nvnAo.005.mp4,7Y4cUPFEt-4.002.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3OYHVNTV5UY10LZPFJ5NQZSX290OKU,kV7MFI2_ddo.000.mp4,WYXRdYT4F0Q.003.mp4,LEFT,DON'T KNOW,RIGHT,RIGHT,RIGHT,RIGHT
3MQY1YVHS4KM0B6QM8UXKJ64EAW2BJ,TmpP2fXeVtk.002.mp4,0gv5Z0qt2jc.002.mp4,LEFT,RIGHT,LEFT,LEFT,LEFT,LEFT
3I7SHAD35NWP537TJ911UQY61PLM77,AvuGsnkWjt8.000.mp4,dvMeqVbpKW8.000.mp4,RIGHT,LEFT,LEFT,RIGHT,RIGHT,LEFT
3DQYSJDTYMBL8UL7KOHGBH6LUG9EX5,sHVXhr7_EOs.000.mp4,wTo1uZns2X8.004.mp4,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW
3KTZHH2ONJFT5HCCTET78QU1C9RM8U,ZO5JoyVTat8.005.mp4,Y1LrgyCJtpU.004.mp4,LEFT,RIGHT,LEFT,RIGHT,RIGHT,RIGHT
3THR0FZ95QTCKRH70JHO5Z5CR95OLX,7gyJdWaLpmE.003.mp4,4vdJGgZpj4k.000.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
30Y6N4AHYQWWJSLVFU04GH2CTNNRDT,hquzfo9MVDo.005.mp4,_7hGh6VU4IU.000.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3EQPA8A375WIO57EZ7GS5IZO7O3JZS,8eeZjC_bmtc.000.mp4,-fqiCqZtgYs.001.mp4,LEFT,LEFT,RIGHT,LEFT,RIGHT,LEFT
3XEDXEGFX4OGX476DY3C0YWF46KK00,04oq2yrBwMg.000.mp4,ZHya-p83XPQ.002.mp4,RIGHT,RIGHT,RIGHT,LEFT,LEFT,LEFT
3ECKRY5B1RWMTUN8HPVSTHKOU9EZIW,fBcc1UMtZME.000.mp4,kUpkeJDcxaE.005.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3EQPA8A375WIO57EZ7GS5IZO7O3ZJ8,KIhpjwf5uAA.002.mp4,1q-N_zbsAg0.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3SV8KD29L5SDZPDWHSG46XZ1MD3ZK7,Jf8lqSpAjZ8.000.mp4,IL5VgGakSNw.001.mp4,LEFT,DON'T KNOW,LEFT,LEFT,DON'T KNOW,LEFT
3OND0WXMHXFOM4LSFKZU8VIR6QQHEF,B1efbNxLPe8.005.mp4,Zdz0TqboSNI.002.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,LEFT
32TMVRKDGOYD1RN6NATBMWD1QI648H,PooFvZH6fK0.000.mp4,pHCPbKprJGY.004.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3WGCNLZJKG88QNMEH0LPAQKZPPT1D7,F5iykLTSCJc.002.mp4,W0Ay5uul8j0.005.mp4,DON'T KNOW,LEFT,RIGHT,RIGHT,LEFT,DON'T KNOW
3L1EFR8WWU5NDC35CJV8DW53ZEX9FZ,jdli4DDP7XM.005.mp4,7Y3S4nfQHeo.002.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3LN3BXKGC1V438C8GEBI91DQYUHWGA,0uCqd5hZcyI.000.mp4,7FXs86Z98E0.002.mp4,LEFT,DON'T KNOW,DON'T KNOW,LEFT,DON'T KNOW,LEFT
3HKIF5DF6ZXTRCZ0N31QVH5F0TX9GY,wK_ExIjn5Q8.000.mp4,xQHmbJ_lPjY.005.mp4,RIGHT,DON'T KNOW,LEFT,RIGHT,LEFT,DON'T KNOW
34R3P23QHT1I347J0KT0U1PRDUUWH9,YQwkdwB9Sxo.000.mp4,0u56Q_QmxIM.003.mp4,RIGHT,RIGHT,RIGHT,LEFT,LEFT,DON'T KNOW
3MDKGGG61RNAEYJ89WXLAQT20MX6TT,JmAQlC-FEV8.003.mp4,uNJpPYo5Qp4.002.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3HY86PZXPZIDIT0EDVW9G82KP1U1E0,YP7N98ECZaI.003.mp4,Lj1WuMXFa-4.002.mp4,LEFT,LEFT,LEFT,LEFT,DON'T KNOW,LEFT
3ZCC2DXSD848E4S8PLFC1Y5AEY7YY9,F1lAPYh4t3U.000.mp4,qjWi69HY2Fc.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3CRWSLD91L4WQ9ZS0VI35CK1REVOMZ,IwfA-squ7Oo.005.mp4,USO-o9dHJ3U.005.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,LEFT
360ZO6N6J2JTJMVMY6ZL8MPCWF9M9J,jxt1W2WRNHQ.000.mp4,zEyRyTnIw5I.001.mp4,LEFT,RIGHT,RIGHT,LEFT,LEFT,LEFT
36JW4WBR07KGSILOAVJ0QD3RIR5HFX,SRjhmQTPOmA.002.mp4,fL8VYpOTLSM.003.mp4,RIGHT,LEFT,LEFT,LEFT,RIGHT,LEFT
3K2CEDRACC1C3140WC42ZMQOQMBTMP,a38rz5AIslE.005.mp4,Bt5zyk-Xf9Q.000.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3LG268AV3961BYZVBPBOMZKXTZOREM,0uCqd5hZcyI.002.mp4,nGe8dIc-ecc.000.mp4,DON'T KNOW,RIGHT,LEFT,RIGHT,LEFT,LEFT
30OITAWPBR37R8UB79J8GHHGFTA9HX,-mt-IKgGhuY.004.mp4,Gl93Hw1A2kY.005.mp4,LEFT,LEFT,DON'T KNOW,LEFT,LEFT,LEFT
3NKW03WTLN7VGX6MJAGU3FHS4HRWQ6,A6ZWTfKPLPE.000.mp4,X-i_eQ48DBw.001.mp4,LEFT,RIGHT,RIGHT,LEFT,LEFT,LEFT
31KSVEGZ35SVSYLMWP5U85RX03TWR7,ikCqtEGQbrg.000.mp4,XoyQKsK7OtA.001.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3TFJJUELSIP5AGYW08QSV3CMWVW2CQ,V4ibYU1O-YI.005.mp4,b9nbAAe8F7o.001.mp4,DON'T KNOW,LEFT,LEFT,LEFT,RIGHT,LEFT
3I01FDIL6N8FF84A04L3F9U4HV82DQ,-agCXYgb7pI.001.mp4,T1--98_78ns.004.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3ZURAPD289N5O70A86GFYQNK1291FI,kX-o1qmgWvc.004.mp4,4JjpfL4y3XM.001.mp4,DON'T KNOW,DON'T KNOW,RIGHT,LEFT,RIGHT,RIGHT
33CLA8O0MJBTHCZR60VU4H5X503RF4,h7qbP1GS50U.004.mp4,HUHFlCs3YJ8.001.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3V8JSVE8YZQA8ZBHPK3IUVDUWM3EYB,kDInh1O8p5w.005.mp4,IMCEXoAkZv4.002.mp4,DON'T KNOW,RIGHT,RIGHT,DON'T KNOW,LEFT,RIGHT
33IXYHIZB6IK7EIAWZWNLRCPH792EJ,Gg4OMtVe7lk.001.mp4,RtNylXap2qk.005.mp4,LEFT,RIGHT,RIGHT,LEFT,RIGHT,RIGHT
3HXCEECSQNT8JU2DL7HVF5ECKSBYZ0,Ra7BFLFFDv8.001.mp4,mxLRr3YqgMU.003.mp4,LEFT,RIGHT,RIGHT,LEFT,LEFT,LEFT
3O0M2G5VC72DFW6GS2ZPMS8CAOO496,htH89DBizno.005.mp4,YXz6s1XNOLs.005.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3W0XM68YZQVG4TSO9H7CE3FP9YQK13,HPEemWelY1E.000.mp4,xcMwMi4fdis.001.mp4,RIGHT,RIGHT,RIGHT,LEFT,LEFT,RIGHT
31GN6YMHLQS7TDLZBE5ZYFWTM5CWSV,THO-md3eEkA.003.mp4,jZhlaIUFMLc.003.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3MWOYZD5WWO28RKSCWX3IR91W45ONZ,NFAlff6GUpA.003.mp4,DCROfrHI1MU.001.mp4,LEFT,RIGHT,LEFT,LEFT,LEFT,LEFT
3DTJ4WT8BEFADPLML65182MW2G7EZ2,JIR4aPcyrn8.000.mp4,FaBTYkzhuK4.003.mp4,RIGHT,DON'T KNOW,RIGHT,RIGHT,LEFT,RIGHT
38RHULDV9ZFIZZI362BLUDQ6D79WI2,U9cidDFDTQE.003.mp4,_RAGzfJnpUE.003.mp4,LEFT,LEFT,LEFT,LEFT,RIGHT,LEFT
3LEG2HW4UGNCDSI6RAGT39XPT8O2F1,f1xAVtagIks.000.mp4,ouYYWCY__5A.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3D06DR5226J7O55RQCDL4H0W2XRMAY,dgoc29MVjfE.000.mp4,wVpjBxCirAQ.001.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3XEIP58NL1NOJVVE2SS5LXCGBD8ZLA,fGAcEyZXFTo.003.mp4,TQHzCznQ14Y.001.mp4,RIGHT,RIGHT,LEFT,LEFT,RIGHT,RIGHT
359AP8GAGHKCWHV26K7NRUTU7BHC7F,5bi_PM3XMEQ.004.mp4,XRoSKIIFp9c.000.mp4,RIGHT,DON'T KNOW,RIGHT,RIGHT,DON'T KNOW,RIGHT
34OWYT6U3XH7N35VDR1TGTIVF6P9IQ,EMqrrHHbP3s.002.mp4,rT0TqakPrAI.001.mp4,LEFT,LEFT,RIGHT,RIGHT,LEFT,LEFT
3GONHBMNHWY8PDDZ24TKLAR5BIYZMC,kPXVZD3ac8s.005.mp4,x6Tluj4dJTU.004.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3HXK2V1N4LFIRSE12UMBLUX1UNO2G0,85isLsZHZpo.000.mp4,Zi7QHI_5ipU.002.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3HO4MYYR13OPEBYX91NVFMF4J046UK,0mym1CooiTE.004.mp4,II2KVV-uLNI.000.mp4,LEFT,DON'T KNOW,RIGHT,LEFT,LEFT,LEFT
3XDJY5RK5TLBZOUJQDUGIOVQN9YU4N,HP8f3oqJwz0.002.mp4,feg-RNvT-t0.003.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
38LRF35D5MWQHSBFQZPX8J3K992U32,6NjuNY4LfQc.001.mp4,T1tJTwlGqOM.003.mp4,LEFT,LEFT,RIGHT,RIGHT,LEFT,LEFT
3087LXLJ6NG5HIFSCNCFKL4AWA3F0T,OckL7z_nBGg.003.mp4,hmy9XEvT2v4.002.mp4,LEFT,RIGHT,RIGHT,RIGHT,DON'T KNOW,RIGHT
385MDVINFDFEUA29OKWL6E56QMYWJE,4fN-DKUzgWQ.004.mp4,YLKPVl-M3Ck.002.mp4,LEFT,LEFT,RIGHT,LEFT,DON'T KNOW,RIGHT
3S8A4GJRD43PRQNXERX0B8HNX7D6V9,cBR5cDwwdno.001.mp4,wTo1uZns2X8.004.mp4,LEFT,LEFT,LEFT,RIGHT,DON'T KNOW,LEFT
3MA5N0ATTDB95U8R65WX7T5J5BYWKD,fIiXuRlTPa0.000.mp4,O14mSiNfYDo.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
